case,tx_id,group_id,segment_index,group_segments,tx_time_ns,arrival_ns,sender,receiver,kind,app_source,app_id,hop_seq,ack_bits,dack_bits,decision,reason,boundary_distance_ns
ok,87,97,1,1,3300961028,3323042028,1,5,ACK,0,0,44,17592186044415,0,pass,none,-1
ok,88,98,1,1,3339961028,3362042028,1,5,ACK,0,0,44,17592186044415,0,pass,none,-1
ok,89,99,1,1,4134000028,4156501028,5,1,DATA,5,24,45,0,0,pass,none,-1
ok,90,100,1,1,4184961028,4207042028,1,5,ACK,0,0,45,35184372088831,0,pass,none,-1
ok,91,101,1,1,4223961028,4246042028,1,5,ACK,0,0,45,35184372088831,0,pass,none,-1
ok,92,102,1,1,4262961028,4285042028,1,5,ACK,0,0,45,35184372088831,0,pass,none,-1
ok,93,103,1,1,4301961028,4324042028,1,5,ACK,0,0,45,35184372088831,0,pass,none,-1
ok,94,104,1,1,4340961028,4363042028,1,5,ACK,0,0,45,35184372088831,0,pass,none,-1
ok,95,105,1,1,5135000028,5157501028,5,1,DATA,5,25,46,0,0,pass,none,-1
ok,96,106,1,1,5185961028,5208042028,1,5,ACK,0,0,46,70368744177663,0,pass,none,-1
ok,97,107,1,1,5224961028,5247042028,1,5,ACK,0,0,46,70368744177663,0,pass,none,-1
ok,98,108,1,1,5263961028,5286042028,1,5,ACK,0,0,46,70368744177663,0,pass,none,-1
ok,99,109,1,1,5302961028,5325042028,1,5,ACK,0,0,46,70368744177663,0,pass,none,-1
ok,100,110,1,1,5341961028,5364042028,1,5,ACK,0,0,46,70368744177663,0,pass,none,-1
ok,101,111,1,1,6136000028,6158501028,5,1,DATA,5,26,47,0,0,pass,none,-1
ok,102,112,1,1,6186961028,6209042028,1,5,ACK,0,0,47,140737488355327,0,pass,none,-1
ok,103,113,1,1,6225961028,6248042028,1,5,ACK,0,0,47,140737488355327,0,pass,none,-1
ok,104,114,1,1,6264961028,6287042028,1,5,ACK,0,0,47,140737488355327,0,pass,none,-1
ok,105,115,1,1,6303961028,6326042028,1,5,ACK,0,0,47,140737488355327,0,pass,none,-1
ok,106,116,1,1,6342961028,6365042028,1,5,ACK,0,0,47,140737488355327,0,pass,none,-1
ok,107,117,1,1,7137000028,7159501028,5,1,DATA,5,27,48,0,0,pass,none,-1
ok,108,118,1,1,7187961028,7210042028,1,5,ACK,0,0,48,281474976710655,0,pass,none,-1
ok,109,119,1,1,7226961028,7249042028,1,5,ACK,0,0,48,281474976710655,0,pass,none,-1
ok,110,120,1,1,7265961028,7288042028,1,5,ACK,0,0,48,281474976710655,0,pass,none,-1
ok,111,121,1,1,7304961028,7327042028,1,5,ACK,0,0,48,281474976710655,0,pass,none,-1
ok,112,122,1,1,7343961028,7366042028,1,5,ACK,0,0,48,281474976710655,0,pass,none,-1
ok,113,123,1,1,8138000028,8160501028,5,1,DATA,5,28,49,0,0,pass,none,-1
ok,114,124,1,1,8188961028,8211042028,1,5,ACK,0,0,49,562949953421311,0,pass,none,-1
ok,115,125,1,1,8227961028,8250042028,1,5,ACK,0,0,49,562949953421311,0,pass,none,-1
ok,116,126,1,1,8266961028,8289042028,1,5,ACK,0,0,49,562949953421311,0,pass,none,-1
