seed,node,source,start_s,end_s,source_attempts,source_admitted,source_blocked,source_delivered_events,nwk_enqueued,nwk_submitted,nwk_released,hop_admitted,hop_sent_callbacks,hop_retry_requests,hop_acks,hop_dacks,hop_dack_expired,hop_failed,mean_nwk_custody,mean_nwk_pre_first_submit,mean_hop_capacity,mean_dack_hold
130,8,8,1800.0,2100.0,15000,28,14972,28,28,28,28,28,33,5,5,23,22,0,15.9990775655856,15.872067570586,1.7652490125516003,1.6382390175520012
130,8,8,2100.0,2400.0,15000,32,14968,25,32,32,32,32,41,9,4,28,27,0,15.9987715035264,15.8393215088046,2.159549012736799,2.0000990180149985
130,8,8,2400.0,2700.0,15000,35,14965,34,35,35,35,35,40,5,8,25,26,2,15.998939154863473,15.796547796426934,1.921492345329334,1.719100986892795
130,8,8,2700.0,3000.0,15000,25,14975,18,25,25,25,25,40,15,11,12,13,2,15.99901931001147,15.742950298200666,1.098629997499802,0.842560985689003
130,8,8,3000.0,3300.0,15000,36,14964,30,36,36,36,36,51,15,10,25,24,1,15.9985244570746,15.737512114245462,1.9285513605663407,1.6675390177372007
130,8,8,3300.0,3600.0,15000,31,14969,22,31,31,31,31,37,6,1,30,30,0,15.99900718570787,15.863257191356468,2.221696663796068,2.0859466694446684
130,8,8,3600.0,3900.0,15000,25,14975,28,25,26,25,26,43,17,13,12,13,0,15.998954612130007,15.771638933930332,1.340496663888674,1.1131809856890005
130,8,8,3900.0,4200.0,15000,38,14962,24,38,37,38,37,57,20,22,15,13,1,15.998436426044996,15.691483098082456,1.2457613601959383,0.9388080322333978
130,8,8,4200.0,4500.0,15000,36,14964,29,36,36,36,36,55,19,17,18,17,1,15.998474457074606,15.705708780171335,1.6164213606589388,1.323655683755669
130,8,8,4500.0,4800.0,15000,30,14970,25,30,30,30,30,40,10,6,23,25,1,15.99885521683006,15.797146206500875,2.0714643149479253,1.8697553046187385
130,8,8,4800.0,5100.0,15000,33,14967,32,33,33,33,33,44,11,25,8,7,0,15.998999154678259,15.787449159863867,0.8358423443107221,0.6242923494963301
130,8,8,5100.0,5400.0,15000,33,14967,19,33,33,33,33,44,11,6,27,27,0,15.998959154678268,15.792945827086136,2.1224399967590033,1.9164266691668703
130,8,8,5400.0,5700.0,15000,24,14976,24,24,25,24,25,33,8,5,18,20,1,15.999239309918863,15.853481283241466,1.4728199974998066,1.3270619708224087
130,8,8,5700.0,6000.0,15000,26,14974,15,26,25,26,25,33,8,9,16,15,1,15.999211278889266,15.841411283056267,1.2020190127368067,1.0442190169038077
