case,order,time_ns,event,node,peer,app_source,app_id,hop_seq,ack_bits,dack_bits,mac_state,ack_queue,data_queue,prep,counter,opportunity,advertised,hop_pending,neighbor_outstanding,neighbor_threshold,resend_queue,admitted,rate_kbps,power_dbm
track,206,814042028,wake,2,1,0,0,0,0,0,3,0,0,0,7,3,7,1,1,0,1,2,0,0
track,207,814042028,offer,2,1,2,3,0,0,0,3,0,0,0,7,3,7,1,1,0,1,2,0,0
track,208,814042028,blocked,2,1,2,3,0,0,0,3,0,0,0,7,3,7,1,1,0,1,2,0,0
track,209,814042028,wake,3,1,0,0,0,0,0,1,0,1,1,4,9,1,1,1,0,1,2,0,0
track,210,814042028,offer,3,1,3,3,0,0,0,1,0,1,1,4,9,1,1,1,0,1,2,0,0
track,211,814042028,blocked,3,1,3,3,0,0,0,1,0,1,1,4,9,1,1,1,0,1,2,0,0
track,212,815501000,ingress_before,1,2,2,2,2,0,0,1,2,0,1,1,1,1,0,0,0,0,0,128,33
track,213,815501000,ingress_after,1,2,2,2,2,0,0,1,2,0,1,1,1,1,0,0,0,0,0,128,33
track,214,820000000,offer,2,1,2,3,0,0,0,1,0,0,0,6,3,7,1,1,0,1,2,0,0
track,215,820000000,blocked,2,1,2,3,0,0,0,1,0,0,0,6,3,7,1,1,0,1,2,0,0
track,216,820000000,offer,3,1,3,3,0,0,0,1,0,1,1,3,9,1,1,1,0,1,2,0,0
track,217,820000000,blocked,3,1,3,3,0,0,0,1,0,1,1,3,9,1,1,1,0,1,2,0,0
track,218,828501000,tx_start,1,2,0,0,2,3,0,3,2,0,0,1,1,1,0,0,0,0,0,128,33
track,219,828501000,tx_start,1,3,0,0,1,1,0,3,2,0,0,1,1,1,0,0,0,0,0,128,33
track,220,840000000,offer,2,1,2,3,0,0,0,1,0,0,0,5,3,7,1,1,0,1,2,0,0
track,221,840000000,blocked,2,1,2,3,0,0,0,1,0,0,0,5,3,7,1,1,0,1,2,0,0
track,222,840000000,offer,3,1,3,3,0,0,0,1,0,1,1,2,9,1,1,1,0,1,2,0,0
track,223,840000000,blocked,3,1,3,3,0,0,0,1,0,1,1,2,9,1,1,1,0,1,2,0,0
track,224,853042000,ingress_before,2,1,0,0,2,3,0,1,0,0,0,4,3,7,1,1,0,1,2,128,33
track,225,853042000,release,2,1,2,0,0,0,0,1,0,0,0,4,3,7,0,0,0,1,2,0,0
track,226,853042000,ingress_after,2,1,0,0,2,3,0,1,0,0,0,4,3,7,0,0,0,0,2,128,33
track,227,853042000,ingress_before,3,1,0,0,1,1,0,1,0,1,1,1,9,1,1,1,0,1,2,128,33
track,228,853042000,ingress_after,3,1,0,0,1,1,0,1,0,1,1,1,9,1,1,1,0,1,2,128,33
track,229,853042028,wake,2,1,0,0,0,0,0,1,0,0,0,4,3,7,0,0,0,0,2,0,0
track,230,853042028,offer,2,1,2,3,0,0,0,1,0,0,0,4,3,7,0,0,0,0,2,0,0
track,231,853042028,admit,2,1,2,3,3,0,0,1,0,1,0,4,3,7,1,1,0,1,3,128,33
